충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
논산시국민체육센터,"충청남도 논산시 논산대로 382, 논산건강관리센터 옆",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 논산대로 382,충청남도 논산시 관촉동 327-2,환경부(한국자동차환경협회),,36.19607621,127.1035668,2020-04-21,6440000,충청남도
연무문화체육센터,"충청남도 논산시 연무로 166번길 64, 2주차장",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 연무로 166번길 64,,환경부(한국자동차환경협회),,36.12587371,127.09563,2020-04-21,6440000,충청남도
연무문화체육센터,"충청남도 논산시 연무로 166번길 64, 2주차장",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 연무로 166번길 64,,환경부(한국자동차환경협회),,36.12587371,127.09563,2020-04-21,6440000,충청남도
연무문화체육센터,"충청남도 논산시 연무로 166번길 64, 2주차장",충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 논산시 연무로 166번길 64,,환경부(한국자동차환경협회),,36.12587371,127.09563,2020-04-21,6440000,충청남도
벌곡휴게소(대전방향),충청남도 논산시 벌곡면 벌곡로 9-58,충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 논산시 벌곡면 벌곡로 9-58,충청남도 논산시 벌곡면 양산리 209,환경부(한국자동차환경협회),,36.21045474,127.2703806,2020-04-21,6440000,충청남도
계룡농협하나로마트,충청남도 논산시 연산면 청동로 34,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 연산면 청동로 34,충청남도 논산시 연산면 청동리 467,환경부(한국자동차환경협회),,36.20858927,127.197532,2020-04-21,6440000,충청남도
계룡농협하나로마트,충청남도 논산시 연산면 청동로 34,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 연산면 청동로 34,충청남도 논산시 연산면 청동리 467,환경부(한국자동차환경협회),,36.20858927,127.197532,2020-04-21,6440000,충청남도
채운면사무소,충청남도 논산시 채운면 채운로41,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 채운면 채운로 41,충청남도 논산시 채운면 화산리 356-3,환경부(한국자동차환경협회),,36.17377637,127.0626062,2020-04-21,6440000,충청남도
채운면사무소,충청남도 논산시 채운면 채운로41,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 논산시 채운면 채운로 41,충청남도 논산시 채운면 화산리 356-3,환경부(한국자동차환경협회),,36.17377637,127.0626062,2020-04-21,6440000,충청남도
논산시 로얄파크모텔,충청남도 논산시 연무읍 동안로 1145 주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 연무읍 동안로 1145,충청남도 논산시 연무읍 동산리 22-3,차지비,,36.12615349,127.1292381,2020-04-21,6440000,충청남도
논산시 로얄파크모텔,충청남도 논산시 연무읍 동안로 1145 주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 연무읍 동안로 1145,충청남도 논산시 연무읍 동산리 22-3,차지비,,36.12615349,127.1292381,2020-04-21,6440000,충청남도
㈜논산정비쎈타,충청남도 논산시 부적면 계백로 1473 실외주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 부적면 계백로 1473,충청남도 논산시 부적면 마구평리 9-39,파워큐브,,36.21417103,127.1371452,2020-04-21,6440000,충청남도
㈜논산정비쎈타,충청남도 논산시 부적면 계백로 1473 실외주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 부적면 계백로 1473,충청남도 논산시 부적면 마구평리 9-39,파워큐브,,36.21417103,127.1371452,2020-04-21,6440000,충청남도
논산전문정비,충청남도 논산시 계백로 786 논산전문정비 사업장건물 옆 지상주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 계백로 786,충청남도 논산시 등화동 391,에스트래픽,,36.18831532,127.0740376,2020-04-21,6440000,충청남도
논산전문정비,충청남도 논산시 계백로 786 논산전문정비 사업장건물 옆 지상주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 논산시 계백로 786,충청남도 논산시 등화동 391,에스트래픽,,36.18831532,127.0740376,2020-04-21,6440000,충청남도
도봉구청,외부주차장,서울특별시,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,Y,서울특별시 도봉구 마들로 656,서울특별시 도봉구 방학동 720,환경부(한국자동차환경협회),1661-9408,37.66871667,127.0471334,2019-08-05,3090000,서울특별시 도봉구
가로공원로 지상주차장,가로공원로 141앞 도로,서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC2상+DC콤보,0,5,N,서울특별시 양천구 가로공원로 116-1,서울특별시 양천구 신월동 263,한국전기차충전서비스,070-4234-1774,37.5358287,126.8289856,2020-05-31,3140000,서울특별시 양천구
강서수도사업소,1층 주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,2,0,N,서울특별시 양천구 목동동로 155 (신정동),서울특별시 양천구 신정동 319-15,한국전기차충전서비스,070-4234-1774,37.51953667,126.8698769,2020-05-31,3140000,서울특별시 양천구
목1동주민센터,1층 주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 목동서로 192 (목동),서울특별시 양천구 목동 919-3,에버온,1661-7766,37.53036455,126.8711885,2020-05-31,3140000,서울특별시 양천구
목2동 주민센터,1층 주차장,서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 양천구 목동 중앙본로 120(목동),서울특별시 양천구 목동 530-6,환경부(한국자동차환경협회),1661-9408,37.54614341,126.8717,2020-05-31,3140000,서울특별시 양천구
목5동주민센터,지하주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 목동서로 41(목동),서울특별시 양천구 목동 908-31,에버온,1661-7766,37.53713,126.8817175,2020-05-31,3140000,서울특별시 양천구
목동공영주차장,주차장 내 사무실 옆,서울특별시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,Y,서울특별시 양천구 목동동로 316-10(목동),서울특별시 양천구 목동 915,한국전기차충전서비스,070-4234-1774,37.52939263,126.8791051,2020-05-31,3140000,서울특별시 양천구
서울시 도로환경처,1층 주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,2,0,N,서울특별시 양천구 목동동로 316-6(목동),서울특별시 양천구 목동 914-6,차지비,1600-4947,37.52977312,126.8776156,2020-05-31,3140000,서울특별시 양천구
서울에너지공사 주차장,공사 정문 옆,서울특별시,연중무휴,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,4,N,서울특별시 양천구 목동서로 20 (목동),서울특별시 양천구 목동 900,한국전력,1899-2100,37.5401156,126.883709,2020-05-31,3140000,서울특별시 양천구
신월2동주민센터,주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 중앙로53길 47 (신월동),서울특별시 양천구 신월동 483-11,에버온,1661-7766,37.524918,126.844546,2020-05-31,3140000,서울특별시 양천구
신월4동주민센터,주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 오목로5길 34 (신월동),서울특별시 양천구 신월동 425-2,에버온,1661-7766,37.524618,126.8400794,2020-05-31,3140000,서울특별시 양천구
신월5동 주민센터,주차장(지상주차장),서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 양천구 화곡로4길 10 (신월동),서울특별시 양천구 신월동 52-2,환경부(한국자동차환경협회),1661-9408,37.53858312,126.8271735,2020-05-31,3140000,서울특별시 양천구
신월5동주민센터,주차장(지하주차장),서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 화곡로4길 10 (신월동),서울특별시 양천구 신월동 52-2,에버온,1661-7766,37.53858312,126.8271735,2020-05-31,3140000,서울특별시 양천구
신월6동주민센터,주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 신남3길 6 (신월동),서울특별시 양천구 신월동 568-45,에버온,1661-7766,37.516091,126.843648,2020-05-31,3140000,서울특별시 양천구
신정1동 주민센터,주차장(1층 주차장),서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 양천구 중앙로32길 1 (신정동),서울특별시 양천구 신정동 1051-11,환경부(한국자동차환경협회),1661-9408,37.518551,126.8542864,2020-05-31,3140000,서울특별시 양천구
신정1동주민센터,주차장(지하주차장),서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 중앙로32길 1 (신정동),서울특별시 양천구 신정동 1051-11,에버온,1661-7766,37.518551,126.8542864,2020-05-31,3140000,서울특별시 양천구
신정2동주민센터,주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 목동동로 154 (신정동),서울특별시 양천구 신정동 329-9,에버온,1661-7766,37.51921319,126.8706738,2020-05-31,3140000,서울특별시 양천구
신정3동 넓은들 민원센터,주차장,서울특별시,연중무휴,0:00,0:00,N,Y,DC콤보,0,2,N,서울특별시 양천구 남부순환로 88길 5-7 (신정동),서울특별시 양천구 신정동 1287-5,환경부(한국자동차환경협회),1661-9408,37.511439,126.8415147,2020-05-31,3140000,서울특별시 양천구
신정6동주민센터,주차장,서울특별시,연중무휴,9:00,18:00,Y,N,,1,0,N,서울특별시 양천구 목동서로 353 (신정동),서울특별시 양천구 신정동 322-9,에버온,1661-7766,37.51705815,126.8643883,2020-05-31,3140000,서울특별시 양천구
양천구청,주차장(지하2층),서울특별시,연중무휴,9:00,18:00,Y,N,,2,0,Y,서울특별시 양천구 목동동로 105 (신정동),서울특별시 양천구 신정동 321-4,에버온,1661-7766,37.517075,126.866542,2020-05-31,3140000,서울특별시 양천구
양천구청,주차장(지상1층),서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 양천구 목동동로 105 (신정동),서울특별시 양천구 신정동 321-4,서울시(한국자동차환경협회),1661-9408,37.51707502,126.866508,2020-05-31,3140000,서울특별시 양천구
해맞이공영주차장,1층 주차장,서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 양천구 지양로 47 (신월동),서울특별시 양천구 신월동 987,환경부(한국자동차환경협회),1661-9408,37.52044756,126.8345682,2020-05-31,3140000,서울특별시 양천구
한국토이즈,실외주차장,경기도,별도확인,9:00,18:00,Y,N,AC완속,1,0,N,경기도 광주시 오포읍 능평로 132-6,경기도 광주시 오포읍 능평리 195-6,한국전기차충전서비스,1522-1782,37.348849,127.1715017,2020-10-06,5540000,경기도 광주시
현대남부서비스센터,서울특별시 동작구 대방동 70-5,서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 동작구 노량진로 53,서울특별시 동작구 대방동 70-1,,,37.51394627,126.9344456,2020-04-01,3190000,서울특별시 동작구
동작구청,서울특별시 동작구 장승배기로 161 동작구청 별관앞 부설주차장,서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 동작구 장승배기로 161,서울특별시 동작구 노량진동 47-2,,,37.51252922,126.9399439,2020-04-01,3190000,서울특별시 동작구
숭실대학교,서울특별시 동작구 상도로 369 학생회관 지하1층 주차장,서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 동작구 상도로 369,서울특별시 동작구 상도동 511,,,37.4964296,126.9551598,2020-04-01,3190000,서울특별시 동작구
한국전력관악동작지사,서울특별시 동작구 동작대로 19,서울특별시,연중무휴,0:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 동작구 동작대로 19,서울특별시 동작구 사당동 1042-1,,,37.47830829,126.9809567,2020-04-01,3190000,서울특별시 동작구
케이티상대빌딩,경상남도 진주시 대신로 265 (상대동) KT상대빌딩,경상남도,연중무휴,9:00,18:00,Y,N,,,,N,경상남도 진주시 대신로 265 (상대동) KT상대빌딩,,케이티,,35.1839532,128.1166926,2020-06-29,5310000,경상남도 진주시
코앞디엔씨주식회사,경상남도 진주시 남강로309번길 44 (평거동) 3층 주차장,경상남도,연중무휴,0:00,23:59,Y,N,,,,N,경상남도 진주시 남강로309번길 44 (평거동) 3층 주차장,,케이티,,35.1712515,128.060741,2020-06-29,5310000,경상남도 진주시
판문동행정복지센터(진주시청),경상남도 진주시 새평거로 55 지상주차장(평거동 796),경상남도,연중무휴,9:00,18:00,Y,N,,,,N,"경상남도 진주시 새평거로 55, 지상주차장(평거동 796)",,지엔텔,,35.1668254,128.054654,2020-06-29,5310000,경상남도 진주시
평거동행정복지센터,경상남도 진주시 평거로40번길 5 (평거동),경상남도,연중무휴,9:00,18:00,Y,N,,,,N,경상남도 진주시 평거로40번길 5 (평거동),,에버온,,35.1738066,128.0653978,2020-06-29,5310000,경상남도 진주시
하대동행정복지센터(진주시청),경상남도 진주시 모덕로 305 지상주차장(하대동 105-1),경상남도,연중무휴,9:00,18:00,Y,N,,,,N,"경상남도 진주시 모덕로 305 ,지상주차장(하대동 105-1)",,지엔텔,,35.1893073,128.127394,2020-06-29,5310000,경상남도 진주시
한국산업기술시험원,경상남도 진주시 충의로 10,경상남도,연중무휴,9:00,18:00,Y,N,,,,N,경상남도 진주시 충의로 10,,한국전기차충전서비스,,35.1757644,128.1463156,2020-06-29,5310000,경상남도 진주시
한국승강기안전공단,"경상남도 진주시 소호로 102 (충무공동, 한국승강기안전공단) 외부주차장",경상남도,연중무휴,9:00,18:00,Y,N,,,,N,"경상남도 진주시 소호로 102 (충무공동, 한국승강기안전공단) 외부주차장",,케이티,,35.1777181,128.1358019,2020-06-29,5310000,경상남도 진주시
한국전기안전공사 경남서부지사,경상남도 진주시 동진로 255 한국전기안전공사 경남서부지사,경상남도,연중무휴,10:00,18:00,Y,N,,,,N,"경상남도 진주시 동진로 255, 한국전기안전공사 경남서부지사",,대영채비,,35.1804984,128.1190171,2020-06-29,5310000,경상남도 진주시
한화갤러리아진주점,"경상남도 진주시 진주대로 1095 (평안동, 한화갤러리아백화점) 지하3층",경상남도,연중무휴,0:00,23:59,Y,N,,,,N,"경상남도 진주시 진주대로 1095 (평안동, 한화갤러리아백화점) 지하3층",,케이티,,35.1967028,128.082347,2020-06-29,5310000,경상남도 진주시
현대자동차 신안점,경상남도 진주시 신안로 18,경상남도,연중무휴,0:00,23:59,Y,N,,,,N,경상남도 진주시 신안로 18,,대영채비,,35.17991524,128.0717742,2020-06-29,5310000,경상남도 진주시
홈플러스 진주점,경상남도 진주시 대신로 304,경상남도,연중무휴,10:00,18:00,N,Y,,,,N,경상남도 진주시 대신로 304,,한국전력,,35.1875852,128.1177222,2020-06-29,5310000,경상남도 진주시
중앙대학교303관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교303관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교305관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교305관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교305관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교305관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교309관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교309관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
서울시 동작구 보건소,서울특별시 동작구 장승배기로10길 42 정문 좌측 구급차 주차장 옆,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 장승배기로10길 42,서울특별시 동작구 상도동 176-3,,,37.50444598,126.9410904,2020-04-01,3190000,서울특별시 동작구
현대차 남부서비스센터,"서울특별시 동작구 노량진로 53 , 현대자동차 남부서비스센터 본관 후문 주차장(대방동 70-1)",서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,0,1,N,서울특별시 동작구 노량진로 53,서울특별시 동작구 대방동 70-1,,,37.51394627,126.9344456,2020-04-01,3190000,서울특별시 동작구
중앙대학교병원 다정관 주차장,서울특별시 동작구 흑석로 102  다정관 뒤편,서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 동작구 흑석로 102,서울특별시 동작구 흑석동 224-1,,,37.5060362,126.96042,2020-04-01,3190000,서울특별시 동작구
동작주차공원 공영주차장,"서울특별시 동작구 현충로 213 , 출입구 왼쪽(동작동 326)",서울특별시,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 동작구 현충로 213(동작동 326),서울특별시 동작구 동작동 326,,,37.50389272,126.9776569,2020-04-01,3190000,서울특별시 동작구
현대글로비스 분당경매장,주차장,경기도,별도확인,0:00,23:59,Y,N,AC완속,1,0,N,경기도 광주시 오포읍 능평로 167 현대글로비스 분당경매장,경기도 광주시 오포읍 능평리 174-25,에버온,1661-7766,37.34621502,127.1757172,2020-10-06,5540000,경기도 광주시
단계천 복개주차장,선산읍사무소 버스정류장 옆,경상북도,연중무휴,0:00,23:59,n,y,DC콤보,,2,n,경상북도 구미시 선산읍 단계동길 52,경상북도 구미시 완전리 432,환경부,1661-9408,36.241096,128.298344,2020-06-22,5080000,경상북도 구미시
선산휴게소(양평방향),농산물매장 옆,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 중부내륙고속도로 128,경상북도 구미시 옥성면 대원리 1-1,환경부,1661-9408,36.278083,128.249151,2020-06-22,5080000,경상북도 구미시
선산휴게소(마산방향),농산물매장 옆,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 중부내륙고속도로 129,경상북도 구미시 옥성면 대원리 86-6,환경부,1661-9408,36.273865,128.251661,2020-06-22,5080000,경상북도 구미시
낙동강구미휴게소(상행),주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,2,n,경상북도 구미시 도개면 용산3길 122-65(상주영천고속도로),경상북도 구미시 도개면 용산리 368,환경부,1661-9408,36.343651,128.300945,2020-06-22,5080000,경상북도 구미시
무릉1리마을회,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 대정읍 서삼중로 81,,파워큐브코리아,1833-8017,33.2701387,126.2029889,2020-06-30,6500000,제주특별자치도
농어촌공사 구미김천지사,주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 고아읍 들성로13길 14,경상북도 구미시 고아읍 문성리 1324,한국전력,1899-2100,36.163425,128.349877,2020-06-22,5080000,경상북도 구미시
구미대학교,지상주차장(창조일자리센터),경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,n,경상북도 구미시 야은로 37(부곡동),경상북도 구미시 부곡동 407,한국전력,1899-2100,36.152168,128.28909,2020-06-22,5080000,경상북도 구미시
고아읍 행정복지센터,주차장 입구,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,n,경상북도 구미시 선산대로 980,경상북도 구미시 고아읍 관심리 662,환경부,1661-9408,36.210794,128.328404,2020-06-22,5080000,경상북도 구미시
구미시청,별관4 주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,y,경상북도 구미시 송정대로 55,경상북도 구미시 송정동 50,환경부,1661-9408,36.120015,128.343823,2020-06-22,5080000,경상북도 구미시
구미시청,별관4 주차장,경상북도,연중무휴,0:00,23:59,n,y,DC콤보,,2,y,경상북도 구미시 송정대로 55,경상북도 구미시 송정동 50,환경부,1661-9408,36.120015,128.343823,2020-06-22,5080000,경상북도 구미시
광평천 제2공영주차장,주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,y,경상북도 구미시,경상북도 구미시 송정동 505,환경부,1661-9408,36.115771,128.350008,2020-06-22,5080000,경상북도 구미시
봉곡도서관,후문 주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,n,경상북도 구미시 봉곡로15길 54(봉곡동),경상북도 구미시 봉곡동 197,환경부,1661-9408,36.152914,128.307694,2020-06-22,5080000,경상북도 구미시
인동도서관,후문 주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,,n,경상북도 구미시 인동14길 14,경상북도 구미시 진평동 48,환경부,1661-9408,36.099466,128.423669,2020-06-22,5080000,경상북도 구미시
구미 도레이BSF코리아,주차장,경상북도,연중무휴,0:00,23:59,y,n,,3,,n,경상북도 구미시 산동면 첨단기업7로 50,경상북도 구미시 산동면 신당리 1299,에버온,1661-7766,36.149049,128.438521,2020-06-22,5080000,경상북도 구미시
송정동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 송원동로 10(송정동),경상북도 구미시 송정동 72,케이티,1522-4700,36.118489,128.347169,2020-06-22,5080000,경상북도 구미시
원평1동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 구미중앙로25길 20(원평동),경상북도 구미시 원평동 1026,케이티,1522-4700,36.127033,128.340034,2020-06-22,5080000,경상북도 구미시
원평2동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 구미중앙로 24(원평동),경상북도 구미시 원평동 56-8,케이티,1522-4700,36.130881,128.325798,2020-06-22,5080000,경상북도 구미시
지산동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 선산대로 105(지산동),경상북도 구미시 지산동 853-156,케이티,1522-4700,36.139455,128.345856,2020-06-22,5080000,경상북도 구미시
도량동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 문장로12길 1(도량동),경상북도 구미시 도량동 792-254,케이티,1522-4700,36.140501,128.332595,2020-06-22,5080000,경상북도 구미시
형곡1동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 경은로 52(형곡동),경상북도 구미시 형곡동 141-5,케이티,1522-4700,36.113993,128.334453,2020-06-22,5080000,경상북도 구미시
형곡2동 행정복지센터,주차장,경상북도,연중무휴,0:00,23:59,y,n,,1,,n,경상북도 구미시 형곡로 180(형곡동),경상북도 구미시 형곡동 315-5,케이티,1522-4700,36.106253,128.335533,2020-06-22,5080000,경상북도 구미시
주포면사무소,충청남도 보령시 주포면 보령읍성길 38-1,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 보령시 주포면 보령읍성길 38-1,충청남도 보령시 주포면 보령리 425-1,환경부(한국자동차환경협회),,36.41555961,126.5869616,2020-04-21,6440000,충청남도
보령시청,"충청남도 보령시 성주산로 77 , 후문 왼편(명천동 269-4)",충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 보령시 성주산로 77,충청남도 보령시 명천동 269-4,환경부(한국자동차환경협회),,36.33281154,126.6120001,2020-04-21,6440000,충청남도
대천휴게소(목포방향),충청남도 보령시 주교면 서해안고속도로 199 (주교리),충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 보령시 주교면 서해안고속도로 199,충청남도 보령시 주교면 주교리 903-15,환경부(한국자동차환경협회),,36.37303159,126.5557795,2020-04-21,6440000,충청남도
대천휴게소(시흥방향),충청남도 보령시 주교면 서해안고속도로 200 (주교리),충청남도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 보령시 주교면 서해안고속도로 200,충청남도 보령시 주교면 주교리 897-1,환경부(한국자동차환경협회),,36.37437847,126.5583528,2020-04-21,6440000,충청남도
중앙대학교303관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교303관,서울특별시,연중무휴,0:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
내장상동 공감플러스센터,내장상동 공감플러스센터,전라북도,연중무휴,0:00,23:59,N,Y,DC콤보,,2,N,전라북도 정읍시 충정로 25,전라북도 정읍시 상동 258-4,환경부(한국자동차환경협회),1661-9408,35.55649844,126.8713165,2020-06-23,4690000,전라북도 정읍시
정읍 종합경기장,정읍 종합경기장,전라북도,연중무휴,0:00,23:59,N,Y,DC콤보,,2,N,,전라북도 정읍시 상평동 62-3,환경부(한국자동차환경협회),1661-9408,35.5617939,126.8357211,2020-06-23,4690000,전라북도 정읍시
